session_id,facility_id,facility_name,county,mentor_id,provider_id,provider_cadre,session_date,session_type,scenario,steps_expected,steps_done_correctly,teamwork_score,communication_score,guideline_adherence_score,overall_competence_level,followup_required,followup_type
S00766,F025,F025 Facility,Nairobi,M010,P028,nurse_midwife,2024-08-16,CME_session,routine_delivery,14,14,5,2,5,advanced,False,none
S00767,F023,F023 Facility,Machakos,M005,P030,nurse_midwife,2024-05-20,CME_session,neonatal_resuscitation,14,9,5,5,4,intermediate,True,none
S00768,F012,F012 Facility,Kakamega,M001,P111,nurse_midwife,2024-05-04,CME_session,routine_delivery,13,12,5,5,4,advanced,False,none
S00769,F019,F019 Facility,Machakos,M010,P119,nurse_midwife,2024-06-29,CME_session,sepsis,15,15,4,4,4,advanced,False,none
S00770,F017,F017 Facility,Machakos,M019,P094,clinical_officer,2024-03-23,CME_session,PPH,15,11,4,2,3,intermediate,True,none
S00771,F013,F013 Facility,Kakamega,M016,P021,nurse_midwife,2024-05-02,CME_session,routine_delivery,12,10,4,4,2,intermediate,True,none
S00772,F024,F024 Facility,Kiambu,M001,P072,nurse_midwife,2024-07-22,simulation_drill,routine_delivery,12,9,5,2,5,intermediate,True,none
S00773,F021,F021 Facility,Machakos,M017,P034,clinical_officer,2024-06-23,bedside_coaching,PPH,13,8,2,4,4,intermediate,True,none
S00774,F011,F011 Facility,Kiambu,M019,P048,nurse_midwife,2024-06-14,simulation_drill,sepsis,10,10,4,4,5,advanced,False,none
S00775,F030,F030 Facility,Kisumu,M011,P016,nurse_midwife,2025-04-25,simulation_drill,neonatal_resuscitation,14,8,5,2,3,beginner,True,repeat_drill
S00776,F007,F007 Facility,Busia,M001,P049,nurse_midwife,2024-04-23,CME_session,eclampsia,9,6,2,3,4,intermediate,True,none
S00777,F017,F017 Facility,Kiambu,M015,P080,clinical_officer,2024-03-25,CME_session,sepsis,11,10,3,4,4,advanced,False,none
S00778,F005,F005 Facility,Kakamega,M017,P073,clinical_officer,2024-06-26,simulation_drill,neonatal_resuscitation,8,6,2,4,4,intermediate,True,none
S00779,F006,F006 Facility,Machakos,M016,P101,nurse_midwife,2024-07-05,bedside_coaching,routine_delivery,10,9,4,4,4,advanced,False,none
S00780,F030,F030 Facility,Kisumu,M002,P042,clinical_officer,2025-05-29,CME_session,sepsis,12,5,3,2,3,beginner,True,repeat_drill
S00781,F020,F020 Facility,Bungoma,M012,P087,nurse_midwife,2025-04-11,simulation_drill,sepsis,15,7,3,3,3,beginner,True,repeat_drill
S00782,F002,F002 Facility,Nairobi,M020,P111,clinical_officer,2024-12-30,bedside_coaching,sepsis,9,7,3,3,4,intermediate,True,none
S00783,F021,F021 Facility,Kiambu,M003,P113,clinical_officer,2025-03-09,CME_session,sepsis,14,10,4,5,3,intermediate,True,none
S00784,F016,F016 Facility,Kakamega,M001,P028,clinical_officer,2025-02-06,simulation_drill,routine_delivery,15,4,5,2,3,beginner,True,repeat_drill
S00785,F013,F013 Facility,Busia,M017,P034,nurse_midwife,2024-12-07,simulation_drill,PPH,9,8,5,4,4,advanced,False,none
S00786,F006,F006 Facility,Machakos,M016,P050,nurse_midwife,2025-04-01,simulation_drill,sepsis,16,14,4,5,2,advanced,False,none
S00787,F001,F001 Facility,Murang'a,M012,P111,nurse_midwife,2025-06-24,bedside_coaching,PPH,12,4,3,4,2,beginner,True,repeat_drill
S00788,F016,F016 Facility,Kiambu,M019,P057,clinical_officer,2024-12-12,simulation_drill,PPH,12,11,5,2,5,advanced,False,none
S00789,F009,F009 Facility,Kakamega,M003,P082,nurse_midwife,2024-11-24,simulation_drill,neonatal_resuscitation,8,7,5,2,2,advanced,False,none
S00790,F011,F011 Facility,Kisumu,M001,P102,nurse_midwife,2025-03-25,CME_session,eclampsia,13,7,2,2,4,beginner,True,repeat_drill
S00791,F018,F018 Facility,Kiambu,M017,P084,nurse_midwife,2024-12-25,simulation_drill,PPH,9,5,2,5,4,beginner,True,repeat_drill
S00792,F021,F021 Facility,Kiambu,M007,P034,clinical_officer,2024-02-26,CME_session,routine_delivery,13,6,5,2,5,beginner,True,repeat_drill
S00793,F026,F026 Facility,Kiambu,M013,P104,clinical_officer,2024-01-13,CME_session,routine_delivery,11,8,2,5,2,intermediate,True,none
S00794,F014,F014 Facility,Nairobi,M014,P038,nurse_midwife,2024-12-29,simulation_drill,PPH,13,6,3,3,4,beginner,True,repeat_drill
S00795,F001,F001 Facility,Kiambu,M002,P059,nurse_midwife,2024-10-06,simulation_drill,routine_delivery,12,10,3,4,3,intermediate,True,none
S00796,F004,F004 Facility,Busia,M010,P056,nurse_midwife,2024-12-25,CME_session,neonatal_resuscitation,11,9,3,3,4,intermediate,True,none
S00797,F021,F021 Facility,Kiambu,M003,P038,nurse_midwife,2024-05-21,bedside_coaching,routine_delivery,9,6,3,5,4,intermediate,True,none
S00798,F018,F018 Facility,Murang'a,M008,P069,nurse_midwife,2025-02-23,CME_session,routine_delivery,13,7,4,5,2,beginner,True,repeat_drill
S00799,F023,F023 Facility,Bungoma,M017,P081,clinical_officer,2025-03-25,simulation_drill,routine_delivery,12,7,3,2,4,beginner,True,repeat_drill
S00800,F016,F016 Facility,Bungoma,M008,P077,clinical_officer,2024-09-19,CME_session,routine_delivery,13,5,4,3,2,beginner,True,repeat_drill
S00801,F015,F015 Facility,Kakamega,M009,P033,nurse_midwife,2024-06-21,simulation_drill,PPH,13,13,5,5,2,advanced,False,none
S00802,F029,F029 Facility,Kakamega,M002,P084,nurse_midwife,2025-07-23,bedside_coaching,PPH,14,11,2,2,3,intermediate,True,none
S00803,F015,F015 Facility,Bungoma,M003,P101,nurse_midwife,2024-08-12,bedside_coaching,routine_delivery,9,6,2,2,2,intermediate,True,none
S00804,F002,F002 Facility,Kakamega,M009,P036,clinical_officer,2024-09-18,bedside_coaching,eclampsia,15,6,3,4,5,beginner,True,repeat_drill
S00805,F016,F016 Facility,Machakos,M011,P010,nurse_midwife,2024-01-08,CME_session,neonatal_resuscitation,9,6,4,3,5,intermediate,True,none
S00806,F012,F012 Facility,Machakos,M012,P012,clinical_officer,2025-03-20,simulation_drill,PPH,9,8,2,2,5,advanced,False,none
S00807,F021,F021 Facility,Bungoma,M010,P031,clinical_officer,2025-03-31,simulation_drill,eclampsia,12,9,3,4,4,intermediate,True,none
S00808,F014,F014 Facility,Murang'a,M008,P046,clinical_officer,2025-07-03,CME_session,PPH,9,8,2,5,3,advanced,False,none
S00809,F005,F005 Facility,Busia,M020,P093,nurse_midwife,2024-08-30,bedside_coaching,sepsis,14,7,5,3,2,beginner,True,repeat_drill
S00810,F004,F004 Facility,Nairobi,M007,P101,clinical_officer,2024-11-22,CME_session,eclampsia,10,8,3,4,4,intermediate,True,none
S00811,F004,F004 Facility,Kisumu,M009,P006,nurse_midwife,2025-05-21,bedside_coaching,sepsis,9,8,5,3,3,advanced,False,none
S00812,F019,F019 Facility,Busia,M004,P068,nurse_midwife,2024-04-08,CME_session,PPH,16,12,5,5,2,intermediate,True,none
S00813,F011,F011 Facility,Kisumu,M009,P019,clinical_officer,2024-08-16,CME_session,sepsis,13,11,5,5,5,intermediate,True,none
S00814,F016,F016 Facility,Murang'a,M019,P051,clinical_officer,2024-01-31,bedside_coaching,PPH,10,7,3,5,3,intermediate,True,none
S00815,F025,F025 Facility,Busia,M001,P047,clinical_officer,2024-04-29,simulation_drill,PPH,10,7,5,5,3,intermediate,True,none
S00816,F020,F020 Facility,Bungoma,M006,P062,nurse_midwife,2024-09-28,simulation_drill,routine_delivery,14,14,2,4,3,advanced,False,none
S00817,F013,F013 Facility,Kisumu,M001,P081,clinical_officer,2025-06-02,CME_session,routine_delivery,12,7,4,3,3,beginner,True,repeat_drill
S00818,F003,F003 Facility,Kiambu,M002,P118,clinical_officer,2024-10-31,simulation_drill,PPH,11,7,5,4,3,intermediate,True,none
S00819,F010,F010 Facility,Kisumu,M001,P037,clinical_officer,2025-02-28,simulation_drill,neonatal_resuscitation,14,9,2,4,4,intermediate,True,none
S00820,F029,F029 Facility,Kiambu,M014,P093,clinical_officer,2024-10-21,simulation_drill,sepsis,14,7,2,2,2,beginner,True,repeat_drill
S00821,F008,F008 Facility,Murang'a,M009,P108,clinical_officer,2024-09-29,simulation_drill,PPH,15,13,3,2,5,advanced,False,none
S00822,F026,F026 Facility,Bungoma,M017,P004,clinical_officer,2025-03-04,CME_session,PPH,8,7,3,2,5,advanced,False,none
S00823,F002,F002 Facility,Nairobi,M005,P008,clinical_officer,2024-12-03,simulation_drill,PPH,15,7,5,5,3,beginner,True,repeat_drill
S00824,F005,F005 Facility,Bungoma,M008,P036,clinical_officer,2025-06-18,CME_session,sepsis,14,11,2,2,4,intermediate,True,none
S00825,F023,F023 Facility,Nairobi,M018,P042,clinical_officer,2025-08-12,simulation_drill,neonatal_resuscitation,8,7,5,4,2,advanced,False,none
S00826,F014,F014 Facility,Busia,M015,P009,clinical_officer,2024-05-25,bedside_coaching,PPH,10,4,5,2,5,beginner,True,repeat_drill
S00827,F016,F016 Facility,Nairobi,M016,P018,nurse_midwife,2024-03-10,bedside_coaching,neonatal_resuscitation,14,12,4,4,5,advanced,False,none
S00828,F003,F003 Facility,Murang'a,M011,P071,nurse_midwife,2025-08-22,CME_session,sepsis,11,7,3,4,2,intermediate,True,none
S00829,F008,F008 Facility,Nairobi,M008,P114,clinical_officer,2024-05-27,bedside_coaching,sepsis,8,7,2,4,3,advanced,False,none
S00830,F024,F024 Facility,Murang'a,M003,P120,clinical_officer,2025-01-24,simulation_drill,neonatal_resuscitation,8,7,2,4,5,advanced,False,none
S00831,F013,F013 Facility,Kiambu,M014,P088,nurse_midwife,2025-08-09,bedside_coaching,routine_delivery,8,4,2,5,2,beginner,True,repeat_drill
S00832,F017,F017 Facility,Murang'a,M018,P056,clinical_officer,2024-07-16,bedside_coaching,sepsis,10,10,2,4,4,advanced,False,none
S00833,F001,F001 Facility,Kiambu,M016,P072,clinical_officer,2024-02-28,simulation_drill,sepsis,16,7,4,3,5,beginner,True,repeat_drill
S00834,F021,F021 Facility,Kiambu,M010,P022,clinical_officer,2024-04-09,CME_session,routine_delivery,10,6,2,3,4,intermediate,True,none
S00835,F003,F003 Facility,Kisumu,M003,P102,nurse_midwife,2024-08-05,CME_session,sepsis,10,4,3,2,2,beginner,True,repeat_drill
S00836,F022,F022 Facility,Bungoma,M006,P105,clinical_officer,2025-01-02,bedside_coaching,eclampsia,8,6,5,5,4,intermediate,True,none
S00837,F014,F014 Facility,Kakamega,M019,P110,clinical_officer,2025-01-13,simulation_drill,PPH,9,6,5,3,4,intermediate,True,none
S00838,F020,F020 Facility,Kakamega,M013,P034,clinical_officer,2024-03-22,simulation_drill,eclampsia,8,5,2,4,4,intermediate,True,none
S00839,F012,F012 Facility,Machakos,M010,P111,clinical_officer,2024-05-08,simulation_drill,routine_delivery,10,7,4,2,4,intermediate,True,none
S00840,F003,F003 Facility,Murang'a,M012,P113,clinical_officer,2025-06-24,bedside_coaching,PPH,14,7,3,3,3,beginner,True,repeat_drill
S00841,F030,F030 Facility,Murang'a,M004,P104,nurse_midwife,2024-04-20,simulation_drill,PPH,8,6,3,5,3,intermediate,True,none
S00842,F007,F007 Facility,Bungoma,M017,P024,nurse_midwife,2024-08-04,CME_session,neonatal_resuscitation,15,13,3,3,2,advanced,False,none
S00843,F027,F027 Facility,Kiambu,M019,P004,nurse_midwife,2024-02-20,CME_session,sepsis,9,6,3,3,3,intermediate,True,none
S00844,F002,F002 Facility,Kiambu,M020,P011,clinical_officer,2024-01-22,simulation_drill,PPH,11,10,3,5,2,advanced,False,none
S00845,F018,F018 Facility,Kiambu,M011,P119,clinical_officer,2024-07-02,CME_session,eclampsia,12,5,4,2,4,beginner,True,repeat_drill
S00846,F018,F018 Facility,Busia,M017,P005,clinical_officer,2025-02-21,CME_session,sepsis,15,14,2,3,4,advanced,False,none
S00847,F010,F010 Facility,Bungoma,M007,P084,clinical_officer,2025-08-11,CME_session,sepsis,12,6,4,4,2,beginner,True,repeat_drill
S00848,F023,F023 Facility,Machakos,M019,P006,clinical_officer,2025-01-16,bedside_coaching,eclampsia,15,4,3,4,2,beginner,True,repeat_drill
S00849,F003,F003 Facility,Kakamega,M019,P071,nurse_midwife,2025-02-15,simulation_drill,routine_delivery,15,12,2,4,5,intermediate,True,none
S00850,F012,F012 Facility,Bungoma,M004,P035,nurse_midwife,2024-09-09,bedside_coaching,routine_delivery,14,14,4,4,4,advanced,False,none
S00851,F011,F011 Facility,Murang'a,M007,P084,nurse_midwife,2025-03-02,simulation_drill,eclampsia,14,13,4,4,5,advanced,False,none
S00852,F002,F002 Facility,Kiambu,M019,P049,clinical_officer,2024-03-29,CME_session,neonatal_resuscitation,9,8,4,5,5,advanced,False,none
S00853,F012,F012 Facility,Kakamega,M020,P103,clinical_officer,2025-04-26,simulation_drill,PPH,8,8,5,2,5,advanced,False,none
S00854,F004,F004 Facility,Kiambu,M006,P022,nurse_midwife,2024-12-13,CME_session,sepsis,12,10,2,5,4,intermediate,True,none
S00855,F017,F017 Facility,Kisumu,M019,P101,clinical_officer,2024-01-24,CME_session,neonatal_resuscitation,13,6,4,3,5,beginner,True,repeat_drill
S00856,F001,F001 Facility,Kakamega,M018,P085,clinical_officer,2024-03-08,CME_session,PPH,16,13,5,4,4,intermediate,True,none
S00857,F015,F015 Facility,Kisumu,M005,P056,nurse_midwife,2025-03-20,CME_session,PPH,15,12,2,5,3,intermediate,True,none
S00858,F021,F021 Facility,Nairobi,M020,P090,nurse_midwife,2025-04-21,bedside_coaching,neonatal_resuscitation,11,8,5,5,4,intermediate,True,none
S00859,F007,F007 Facility,Murang'a,M015,P007,clinical_officer,2024-12-12,bedside_coaching,PPH,12,6,2,3,3,beginner,True,repeat_drill
S00860,F007,F007 Facility,Kakamega,M016,P093,nurse_midwife,2025-05-13,CME_session,neonatal_resuscitation,11,9,5,3,2,intermediate,True,none
S00861,F017,F017 Facility,Kisumu,M001,P098,nurse_midwife,2025-02-04,simulation_drill,PPH,11,10,2,4,4,advanced,False,none
S00862,F028,F028 Facility,Machakos,M007,P118,nurse_midwife,2024-02-17,bedside_coaching,routine_delivery,14,7,4,5,5,beginner,True,repeat_drill
S00863,F017,F017 Facility,Kakamega,M012,P108,clinical_officer,2024-05-17,simulation_drill,PPH,14,6,2,5,5,beginner,True,repeat_drill
S00864,F028,F028 Facility,Machakos,M008,P096,clinical_officer,2024-02-17,simulation_drill,routine_delivery,15,7,2,4,5,beginner,True,repeat_drill
S00865,F026,F026 Facility,Busia,M003,P106,nurse_midwife,2025-04-19,simulation_drill,neonatal_resuscitation,12,6,2,3,2,beginner,True,repeat_drill
S00866,F019,F019 Facility,Kakamega,M018,P072,nurse_midwife,2025-04-23,bedside_coaching,eclampsia,16,8,4,3,4,beginner,True,repeat_drill
S00867,F014,F014 Facility,Murang'a,M004,P069,clinical_officer,2025-07-04,simulation_drill,neonatal_resuscitation,13,13,4,5,3,advanced,False,none
S00868,F027,F027 Facility,Busia,M004,P040,clinical_officer,2024-07-08,bedside_coaching,neonatal_resuscitation,12,7,5,3,2,beginner,True,repeat_drill
S00869,F029,F029 Facility,Nairobi,M008,P025,clinical_officer,2025-03-29,CME_session,PPH,15,5,3,2,4,beginner,True,repeat_drill
S00870,F012,F012 Facility,Kakamega,M008,P076,clinical_officer,2025-04-07,CME_session,PPH,10,6,4,2,4,intermediate,True,none
S00871,F027,F027 Facility,Kisumu,M003,P028,clinical_officer,2024-10-03,simulation_drill,eclampsia,16,13,3,4,2,intermediate,True,none
S00872,F013,F013 Facility,Murang'a,M015,P042,clinical_officer,2024-09-23,CME_session,routine_delivery,10,9,4,2,2,advanced,False,none
S00873,F010,F010 Facility,Machakos,M020,P074,clinical_officer,2025-06-16,CME_session,neonatal_resuscitation,9,6,5,5,2,intermediate,True,none
S00874,F003,F003 Facility,Bungoma,M015,P074,nurse_midwife,2025-08-18,CME_session,eclampsia,14,12,5,3,5,advanced,False,none
S00875,F021,F021 Facility,Nairobi,M020,P006,clinical_officer,2025-06-30,CME_session,eclampsia,15,15,2,5,3,advanced,False,none
S00876,F023,F023 Facility,Murang'a,M004,P116,nurse_midwife,2025-02-17,simulation_drill,neonatal_resuscitation,16,5,2,3,2,beginner,True,repeat_drill
S00877,F020,F020 Facility,Kisumu,M013,P062,clinical_officer,2024-09-15,bedside_coaching,sepsis,10,8,3,3,3,intermediate,True,none
S00878,F030,F030 Facility,Kisumu,M013,P060,clinical_officer,2025-05-27,CME_session,PPH,8,6,4,4,4,intermediate,True,none
S00879,F016,F016 Facility,Kakamega,M005,P069,nurse_midwife,2024-08-17,bedside_coaching,eclampsia,10,4,5,2,4,beginner,True,repeat_drill
S00880,F028,F028 Facility,Machakos,M017,P085,nurse_midwife,2024-05-05,simulation_drill,sepsis,12,7,3,4,3,beginner,True,repeat_drill
S00881,F018,F018 Facility,Kakamega,M013,P078,clinical_officer,2024-11-20,bedside_coaching,eclampsia,8,8,4,3,5,advanced,False,none
S00882,F011,F011 Facility,Kiambu,M016,P018,nurse_midwife,2024-11-21,CME_session,routine_delivery,10,5,2,4,5,beginner,True,repeat_drill
S00883,F001,F001 Facility,Machakos,M016,P084,nurse_midwife,2024-08-24,simulation_drill,PPH,10,6,3,3,5,intermediate,True,none
S00884,F018,F018 Facility,Nairobi,M010,P002,clinical_officer,2024-10-11,simulation_drill,routine_delivery,8,7,3,4,4,advanced,False,none
S00885,F012,F012 Facility,Nairobi,M006,P100,nurse_midwife,2024-02-08,CME_session,routine_delivery,15,13,3,3,4,advanced,False,none
S00886,F009,F009 Facility,Kiambu,M013,P108,nurse_midwife,2024-01-01,CME_session,neonatal_resuscitation,11,6,4,5,2,beginner,True,repeat_drill
S00887,F009,F009 Facility,Kiambu,M001,P104,clinical_officer,2024-10-07,simulation_drill,neonatal_resuscitation,11,8,2,2,3,intermediate,True,none
S00888,F006,F006 Facility,Machakos,M006,P096,clinical_officer,2024-03-04,simulation_drill,PPH,12,4,3,3,3,beginner,True,repeat_drill
S00889,F007,F007 Facility,Machakos,M019,P082,nurse_midwife,2025-07-07,bedside_coaching,routine_delivery,9,7,2,4,3,intermediate,True,none
S00890,F016,F016 Facility,Murang'a,M005,P013,clinical_officer,2024-03-27,bedside_coaching,PPH,13,4,2,2,4,beginner,True,repeat_drill
S00891,F008,F008 Facility,Machakos,M020,P062,clinical_officer,2024-07-02,CME_session,routine_delivery,9,5,2,4,3,beginner,True,repeat_drill
S00892,F021,F021 Facility,Kisumu,M004,P080,clinical_officer,2025-07-04,simulation_drill,sepsis,9,8,5,3,2,advanced,False,none
S00893,F022,F022 Facility,Kiambu,M009,P103,nurse_midwife,2024-04-26,bedside_coaching,sepsis,9,5,2,2,4,beginner,True,repeat_drill
S00894,F004,F004 Facility,Nairobi,M017,P018,nurse_midwife,2025-02-20,bedside_coaching,neonatal_resuscitation,12,11,5,3,2,advanced,False,none
S00895,F021,F021 Facility,Nairobi,M006,P091,clinical_officer,2024-07-14,bedside_coaching,neonatal_resuscitation,16,9,3,3,5,beginner,True,repeat_drill
S00896,F005,F005 Facility,Kisumu,M011,P049,clinical_officer,2025-02-25,CME_session,sepsis,10,6,2,5,5,intermediate,True,none
S00897,F027,F027 Facility,Kiambu,M010,P103,clinical_officer,2024-01-20,simulation_drill,eclampsia,10,9,2,4,5,advanced,False,none
S00898,F005,F005 Facility,Kisumu,M006,P040,clinical_officer,2024-02-14,bedside_coaching,eclampsia,11,7,2,5,5,intermediate,True,none
S00899,F028,F028 Facility,Busia,M019,P024,nurse_midwife,2024-05-19,CME_session,eclampsia,16,10,4,4,2,intermediate,True,none
S00900,F009,F009 Facility,Nairobi,M014,P111,clinical_officer,2025-06-16,CME_session,neonatal_resuscitation,10,7,4,2,2,intermediate,True,none
S00901,F011,F011 Facility,Bungoma,M018,P034,nurse_midwife,2024-01-19,bedside_coaching,PPH,10,6,4,4,3,intermediate,True,none
S00902,F023,F023 Facility,Busia,M016,P005,clinical_officer,2025-03-20,bedside_coaching,routine_delivery,16,6,5,2,5,beginner,True,repeat_drill
S00903,F005,F005 Facility,Kiambu,M017,P013,clinical_officer,2024-09-06,simulation_drill,neonatal_resuscitation,10,9,4,3,3,advanced,False,none
S00904,F018,F018 Facility,Kakamega,M005,P054,clinical_officer,2025-06-01,CME_session,eclampsia,11,6,3,2,2,beginner,True,repeat_drill
S00905,F023,F023 Facility,Machakos,M005,P006,clinical_officer,2025-02-13,bedside_coaching,neonatal_resuscitation,8,7,2,3,4,advanced,False,none
S00906,F009,F009 Facility,Nairobi,M012,P094,clinical_officer,2024-03-21,CME_session,sepsis,13,10,4,3,4,intermediate,True,none
S00907,F002,F002 Facility,Kakamega,M010,P111,nurse_midwife,2024-01-18,CME_session,neonatal_resuscitation,12,12,4,4,4,advanced,False,none
S00908,F009,F009 Facility,Kiambu,M003,P107,nurse_midwife,2025-04-08,CME_session,routine_delivery,10,8,4,4,4,intermediate,True,none
S00909,F030,F030 Facility,Machakos,M005,P080,clinical_officer,2025-05-27,bedside_coaching,neonatal_resuscitation,10,8,3,5,5,intermediate,True,none
S00910,F024,F024 Facility,Murang'a,M011,P106,clinical_officer,2024-01-24,CME_session,neonatal_resuscitation,8,7,5,5,4,advanced,False,none
S00911,F003,F003 Facility,Bungoma,M006,P065,nurse_midwife,2024-01-14,CME_session,neonatal_resuscitation,11,10,3,4,2,advanced,False,none
S00912,F006,F006 Facility,Kiambu,M006,P032,nurse_midwife,2024-03-26,bedside_coaching,sepsis,9,7,4,4,5,intermediate,True,none
S00913,F008,F008 Facility,Bungoma,M010,P106,nurse_midwife,2024-07-26,bedside_coaching,routine_delivery,11,4,2,2,4,beginner,True,repeat_drill
S00914,F013,F013 Facility,Kakamega,M012,P108,clinical_officer,2025-02-17,CME_session,neonatal_resuscitation,8,7,2,4,5,advanced,False,none
S00915,F024,F024 Facility,Busia,M005,P089,nurse_midwife,2025-01-27,simulation_drill,neonatal_resuscitation,11,8,5,5,4,intermediate,True,none
S00916,F023,F023 Facility,Kiambu,M012,P054,clinical_officer,2024-11-19,bedside_coaching,sepsis,14,6,4,2,5,beginner,True,repeat_drill
S00917,F007,F007 Facility,Murang'a,M017,P051,nurse_midwife,2025-04-03,simulation_drill,PPH,14,10,2,5,5,intermediate,True,none
S00918,F015,F015 Facility,Bungoma,M009,P115,clinical_officer,2024-06-07,simulation_drill,neonatal_resuscitation,11,8,4,3,5,intermediate,True,none
S00919,F020,F020 Facility,Machakos,M012,P054,nurse_midwife,2025-06-23,simulation_drill,sepsis,16,9,4,5,5,beginner,True,repeat_drill
S00920,F021,F021 Facility,Kakamega,M007,P029,nurse_midwife,2025-02-28,CME_session,PPH,9,9,2,2,5,advanced,False,none
S00921,F018,F018 Facility,Bungoma,M002,P048,nurse_midwife,2024-10-16,CME_session,neonatal_resuscitation,15,12,2,3,4,intermediate,True,none
S00922,F030,F030 Facility,Kiambu,M020,P093,nurse_midwife,2025-02-06,simulation_drill,routine_delivery,14,10,4,5,4,intermediate,True,none
S00923,F018,F018 Facility,Busia,M012,P110,clinical_officer,2025-02-04,bedside_coaching,sepsis,14,6,2,3,5,beginner,True,repeat_drill
S00924,F029,F029 Facility,Murang'a,M018,P100,clinical_officer,2025-02-18,simulation_drill,eclampsia,10,6,5,2,3,intermediate,True,none
S00925,F003,F003 Facility,Busia,M011,P056,clinical_officer,2025-04-13,simulation_drill,routine_delivery,11,8,2,5,2,intermediate,True,none
S00926,F030,F030 Facility,Busia,M016,P097,nurse_midwife,2024-07-18,bedside_coaching,neonatal_resuscitation,10,9,5,5,2,advanced,False,none
S00927,F009,F009 Facility,Busia,M016,P081,nurse_midwife,2025-03-02,bedside_coaching,PPH,14,11,3,3,5,intermediate,True,none
S00928,F004,F004 Facility,Machakos,M009,P105,clinical_officer,2025-04-04,simulation_drill,neonatal_resuscitation,11,8,4,2,5,intermediate,True,none
S00929,F014,F014 Facility,Kakamega,M004,P039,nurse_midwife,2024-01-27,CME_session,routine_delivery,16,7,4,5,2,beginner,True,repeat_drill
S00930,F018,F018 Facility,Murang'a,M001,P063,nurse_midwife,2024-08-14,CME_session,eclampsia,11,10,2,4,5,advanced,False,none
S00931,F025,F025 Facility,Bungoma,M007,P106,nurse_midwife,2024-02-11,CME_session,neonatal_resuscitation,15,5,2,3,5,beginner,True,repeat_drill
S00932,F002,F002 Facility,Bungoma,M020,P071,clinical_officer,2025-03-02,CME_session,routine_delivery,14,7,2,2,2,beginner,True,repeat_drill
S00933,F027,F027 Facility,Murang'a,M015,P112,clinical_officer,2025-06-24,bedside_coaching,eclampsia,8,8,2,4,2,advanced,False,none
S00934,F026,F026 Facility,Kakamega,M003,P051,clinical_officer,2024-04-10,simulation_drill,PPH,12,5,5,3,4,beginner,True,repeat_drill
S00935,F010,F010 Facility,Kisumu,M003,P081,nurse_midwife,2024-10-24,CME_session,PPH,11,9,2,4,5,intermediate,True,none
S00936,F029,F029 Facility,Kakamega,M017,P091,clinical_officer,2024-02-24,simulation_drill,neonatal_resuscitation,16,12,3,5,2,intermediate,True,none
S00937,F027,F027 Facility,Murang'a,M005,P059,nurse_midwife,2024-12-12,CME_session,neonatal_resuscitation,16,15,4,4,4,advanced,False,none
S00938,F026,F026 Facility,Nairobi,M002,P016,clinical_officer,2024-05-15,bedside_coaching,PPH,13,11,4,4,5,intermediate,True,none
S00939,F021,F021 Facility,Machakos,M013,P055,nurse_midwife,2025-03-20,simulation_drill,PPH,12,8,4,2,3,intermediate,True,none
S00940,F017,F017 Facility,Kiambu,M020,P075,clinical_officer,2024-08-22,simulation_drill,sepsis,14,8,3,3,3,beginner,True,repeat_drill
S00941,F028,F028 Facility,Kisumu,M008,P051,clinical_officer,2025-04-03,simulation_drill,PPH,14,14,2,4,2,advanced,False,none
S00942,F027,F027 Facility,Murang'a,M014,P020,nurse_midwife,2024-07-24,CME_session,neonatal_resuscitation,12,5,5,3,2,beginner,True,repeat_drill
S00943,F028,F028 Facility,Murang'a,M008,P048,clinical_officer,2024-03-31,simulation_drill,PPH,12,10,4,5,4,intermediate,True,none
S00944,F020,F020 Facility,Machakos,M018,P055,nurse_midwife,2025-01-24,CME_session,eclampsia,9,7,5,3,5,intermediate,True,none
S00945,F002,F002 Facility,Machakos,M010,P103,clinical_officer,2024-08-26,simulation_drill,PPH,12,7,5,5,2,beginner,True,repeat_drill
S00946,F016,F016 Facility,Nairobi,M013,P006,clinical_officer,2025-04-21,bedside_coaching,neonatal_resuscitation,8,8,3,4,3,advanced,False,none
S00947,F009,F009 Facility,Kisumu,M004,P111,clinical_officer,2025-03-11,simulation_drill,eclampsia,15,6,5,2,5,beginner,True,repeat_drill
S00948,F022,F022 Facility,Kiambu,M003,P109,nurse_midwife,2024-06-16,simulation_drill,PPH,8,8,3,3,2,advanced,False,none
S00949,F008,F008 Facility,Bungoma,M017,P037,clinical_officer,2024-08-22,simulation_drill,routine_delivery,15,7,2,5,2,beginner,True,repeat_drill
S00950,F007,F007 Facility,Kisumu,M009,P017,nurse_midwife,2025-02-13,simulation_drill,routine_delivery,8,6,4,2,4,intermediate,True,none
S00951,F005,F005 Facility,Kakamega,M003,P085,clinical_officer,2025-06-22,CME_session,routine_delivery,16,9,3,3,2,beginner,True,repeat_drill
S00952,F027,F027 Facility,Kiambu,M013,P064,clinical_officer,2025-06-24,bedside_coaching,eclampsia,12,10,3,4,5,intermediate,True,none
S00953,F013,F013 Facility,Busia,M005,P079,nurse_midwife,2024-02-25,simulation_drill,sepsis,14,12,3,5,2,advanced,False,none
S00954,F008,F008 Facility,Busia,M009,P030,clinical_officer,2024-01-18,CME_session,routine_delivery,15,9,3,4,5,intermediate,True,none
